unidades capa1;ratio de dropout;serie;ventana;desplazamiento;peor MCC;promedio MCC;mejor MCC;mejor modelo
20;0,2;Simple-1-1P;5;5;0,8895528920902269;0,9346615952763117;0,9787209698591858;8,0
20;0,2;Simple-1-1P;5;2;0,9665456669582608;0,9775003836629942;0,9833857084936692;0,0
20;0,2;Simple-1-1P;5;1;0,9744202054771368;0,9778604394425183;0,9787204979338638;0,0
20;0,2;Simple-1-1P;10;10;0,7930860654723274;0,8943258194844492;0,9757735519733838;7,0
20;0,2;Simple-1-1P;10;5;0,9045340337332908;0,9445084002250328;0,9766867720468236;1,0
20;0,2;Simple-1-1P;10;1;0,9743344636977714;0,9762146418519775;0,9766846863905292;0,0
20;0,2;Simple-1-1P;20;20;0,7568115253570189;0,8169638258171388;0,8820918272369519;2,0
20;0,2;Simple-1-1P;20;10;0,8090025029836972;0,8737488804281377;0,9283569624779344;3,0
20;0,2;Simple-1-1P;20;1;0,9652773116370232;0,9712737153484028;0,9736426158574476;9,0
20;0,2;Simple-1-1P;40;40;0,7801894976054939;0,9041901709088567;1,0;9,0
20;0,2;Simple-1-1P;40;20;0,8690481892534816;0,9192299520655407;0,9434563530497264;0,0
20;0,2;Simple-1-1P;40;1;0,930771647126112;0,9611642996761924;0,9712080540786754;8,0
20;0,2;Simple-1-1P;60;60;0,5527707983925666;0,6937561069189858;0,90267093384844;5,0
20;0,2;Simple-1-1P;60;30;0,4516996667538602;0,5769907719240936;0,7022658954514522;7,0
20;0,2;Simple-1-1P;60;1;0,7421766449306594;0,8809168782009393;0,9472960351633508;8,0
20;0,2;Simple-1-1P-Nois025;5;5;0,7927229563678238;0,8982529187778285;0,9350057795865552;1,0
20;0,2;Simple-1-1P-Nois025;5;2;0,9408350565718416;0,9494758158468226;0,9749946534150248;8,0
20;0,2;Simple-1-1P-Nois025;5;1;0,9482903527801244;0,963588421723309;0,9744202054771368;8,0
20;0,2;Simple-1-1P-Nois025;10;10;0,6732006867270969;0,8353332477947966;0,9010659091410292;7,0
