unidades capa1;ratio de dropout;serie;ventana;desplazamiento;peor MCC;promedio MCC;mejor MCC;mejor modelo
25;0,2;Simple-1-1P;5;5;0,8660880208557604;0,9435152185135622;0,9787209698591858;7,0
25;0,2;Simple-1-1P;5;2;0,9749946534150248;0,9817074974779404;0,9833857084936692;1,0
25;0,2;Simple-1-1P;5;1;0,9787204979338638;0,9787204979338637;0,9787204979338638;0,0
25;0,2;Simple-1-1P;10;10;0,8480822585426637;0,9129373169761712;0,9511599138187792;1,0
25;0,2;Simple-1-1P;10;5;0,9289853059279986;0,9565131214653311;0,9766867720468236;0,0
25;0,2;Simple-1-1P;10;1;0,9766846863905292;0,9766846863905292;0,9766846863905292;0,0
25;0,2;Simple-1-1P;20;20;0,7890763647670371;0,8234592781359602;0,8820918272369519;3,0
25;0,2;Simple-1-1P;20;10;0,8395415735193005;0,8797842899563474;0,9283569624779344;4,0
25;0,2;Simple-1-1P;20;1;0,9568901637768492;0,9663890309694294;0,9722498719074082;3,0
25;0,2;Simple-1-1P;40;40;0,67005939426049;0,9226053361144982;1,0;0,0
25;0,2;Simple-1-1P;40;20;0,8690481892534816;0,9455332693885484;1,0;3,0
25;0,2;Simple-1-1P;40;1;0,9390064906592392;0,9601434632439604;0,9675124704750968;8,0
25;0,2;Simple-1-1P;60;60;0,5527707983925666;0,7201432265053261;0,9504639091054836;0,0
25;0,2;Simple-1-1P;60;30;0,5191537372050173;0,6178644758159565;0,7890763647670371;3,0
25;0,2;Simple-1-1P;60;1;0,7202319130823074;0,8541491257296645;0,922546951781259;6,0
25;0,2;Simple-1-1P-Nois025;5;5;0,8895528920902269;0,9192084640276488;0,957065171132202;9,0
25;0,2;Simple-1-1P-Nois025;5;2;0,9321751527475436;0,9536685936633831;0,9749946534150248;0,0
25;0,2;Simple-1-1P-Nois025;5;1;0,9527583660815298;0,9635919182881085;0,9744202054771368;6,0
25;0,2;Simple-1-1P-Nois025;10;10;0,7046754612733608;0,8336694036514313;0,9006304216512446;7,0
25;0,2;Simple-1-1P-Nois025;10;5;0,8671215583194186;0,9019435930208264;0,9410544745270912;7,0
25;0,2;Simple-1-1P-Nois025;10;1;0,9410061972758318;0,955363394448012;0,9719807322055318;6,0
25;0,2;Simple-1-1P-Nois025;20;20;0,6506411205713271;0,738931838808196;0,8206518066482898;8,0
25;0,2;Simple-1-1P-Nois025;20;10;0,6772562334293113;0,7880846632373585;0,8695703711549787;7,0
