unidades capa1;ratio de dropout;serie;ventana;desplazamiento;peor MCC;promedio MCC;mejor MCC;mejor modelo
25;0,3;Simple-1-1P;5;5;0,8660880208557604;0,9390196291538974;0,9787209698591858;7,0
25;0,3;Simple-1-1P;5;2;0,9580371768634086;0,9808508553306432;0,9833857084936692;0,0
25;0,3;Simple-1-1P;5;1;0,9787204979338638;0,9787204979338637;0,9787204979338638;0,0
25;0,3;Simple-1-1P;10;10;0,8480822585426637;0,8901760625843684;0,9006304216512446;0,0
25;0,3;Simple-1-1P;10;5;0,879633819329724;0,9443742640004935;0,9766867720468236;3,0
25;0,3;Simple-1-1P;10;1;0,9743344636977714;0,9764496641212533;0,9766846863905292;0,0
25;0,3;Simple-1-1P;20;20;0,6897489428726739;0,8098833278177644;0,9121034881575903;7,0
25;0,3;Simple-1-1P;20;10;0,7935177696737814;0,8929665337060122;0,913801209119392;1,0
25;0,3;Simple-1-1P;20;1;0,945671505308294;0,9668004474228395;0,9722498719074082;0,0
25;0,3;Simple-1-1P;40;40;0,7801894976054939;0,9335020798612647;1,0;1,0
25;0,3;Simple-1-1P;40;20;0,9061507178360036;0,9529058162317325;0,981058891118368;0,0
25;0,3;Simple-1-1P;40;1;0,8880146979358352;0,951180349914672;0,969359735117446;8,0
25;0,3;Simple-1-1P;60;60;0,558389928096229;0,6991700051172611;0,8563488385776753;7,0
25;0,3;Simple-1-1P;60;30;0,5449492609130661;0,6214852724653447;0,7022658954514522;7,0
25;0,3;Simple-1-1P;60;1;0,8306924011784145;0,8743436106038306;0,9521419444758572;8,0
25;0,3;Simple-1-1P-Nois025;5;5;0,8426314208590941;0,9122913336553609;0,9350057795865552;0,0
25;0,3;Simple-1-1P-Nois025;5;2;0,9321379291076608;0,9554531869076996;0,9749946534150248;5,0
25;0,3;Simple-1-1P-Nois025;5;1;0,9570642501860772;0,9683626762044362;0,9744202054771368;1,0
25;0,3;Simple-1-1P-Nois025;10;10;0,7046754612733608;0,8514416053966546;0,9261249968991352;3,0
25;0,3;Simple-1-1P-Nois025;10;5;0,8413472342257541;0,8942719504785959;0,9530251207255478;7,0
25;0,3;Simple-1-1P-Nois025;10;1;0,9362335076133688;0,9563232233661114;0,9672731998522978;1,0
25;0,3;Simple-1-1P-Nois025;20;20;0,6049979365893782;0,7069280503858517;0,7890763647670371;3,0
25;0,3;Simple-1-1P-Nois025;20;10;0,6968397822561649;0,8111798623858023;0,8688310017526596;4,0
25;0,3;Simple-1-1P-Nois025;20;1;0,897280987467393;0,9086598894752237;0,9144295083574958;1,0
25;0,3;Simple-1-1P-Nois025;40;40;0,5547001962252291;0,6720472566652411;0,7728525967890878;0,0
25;0,3;Simple-1-1P-Nois025;40;20;0,6368421915958054;0,7242565921218271;0,8098953638831256;3,0
25;0,3;Simple-1-1P-Nois025;40;1;0,8735518572829468;0,8846374347638299;0,896997257034629;9,0
25;0,3;Simple-1-1P-Nois025;60;60;0,4178554470186724;0,5826801735314062;0,6455022270395531;2,0
25;0,3;Simple-1-1P-Nois025;60;30;0,4218636601912039;0,5496846225469936;0,6808829066491902;8,0
25;0,3;Simple-1-1P-Nois025;60;1;0,7587663835749402;0,7835375361945727;0,8084551293469937;0,0
25;0,3;Simple-1-1P-Nois05;5;5;0,8174659258689646;0,8442415703313483;0,8895528920902269;3,0
25;0,3;Simple-1-1P-Nois05;5;2;0,8692797382024664;0,8931674969486656;0,9059634829405652;7,0
25;0,3;Simple-1-1P-Nois05;5;1;0,898793270235603;0,9065787096991607;0,917069871232624;2,0
25;0,3;Simple-1-1P-Nois05;10;10;0,7046754612733608;0,7948214714053823;0,8746327078711531;2,0
25;0,3;Simple-1-1P-Nois05;10;5;0,8015111964132214;0,8452381737147489;0,8921425711997711;7,0
25;0,3;Simple-1-1P-Nois05;10;1;0,8821361428917774;0,8928346707942305;0,9069158967252512;9,0
25;0,3;Simple-1-1P-Nois05;20;20;0,4981167541368988;0,6210948273931514;0,7568115253570189;1,0
25;0,3;Simple-1-1P-Nois05;20;10;0,6275951069167314;0,713322964105371;0,8090025029836972;1,0
25;0,3;Simple-1-1P-Nois05;20;1;0,8085382006545864;0,830187739249127;0,8564154472425329;9,0
25;0,3;Simple-1-1P-Nois05;40;40;0,4714045207910317;0,559638598336518;0,7071067811865475;0,0
25;0,3;Simple-1-1P-Nois05;40;20;0,4559226714863895;0,5543281057658883;0,6250666377270433;4,0
25;0,3;Simple-1-1P-Nois05;40;1;0,7431608726041516;0,7679358998327016;0,7812233345068282;6,0
25;0,3;Simple-1-1P-Nois05;60;60;0,4557976482527636;0,543668798927998;0,659832884433199;8,0
25;0,3;Simple-1-1P-Nois05;60;30;0,3925308744720862;0,4940955307954423;0,575564041111245;4,0
25;0,3;Simple-1-1P-Nois05;60;1;0,6908144526515326;0,7055145111911838;0,7224464097746802;8,0
25;0,3;Simple-1-1P-Nois10;5;5;0,6877370065828721;0,7589940278198684;0,7927229563678238;1,0
25;0,3;Simple-1-1P-Nois10;5;2;0,8120788036980434;0,8402369429351552;0,8599903100229288;3,0
25;0,3;Simple-1-1P-Nois10;5;1;0,8126783654809291;0,8450496304438978;0,866669638813236;7,0
25;0,3;Simple-1-1P-Nois10;10;10;0,4482804291529231;0,592120777625665;0,7046754612733608;8,0
25;0,3;Simple-1-1P-Nois10;10;5;0,7172191381865587;0,7449142515007875;0,7745966692414833;1,0
25;0,3;Simple-1-1P-Nois10;10;1;0,790391480231822;0,812301577454322;0,8309177682984045;0,0
25;0,3;Simple-1-1P-Nois10;20;20;0,4527349601029048;0,5263859555219242;0,5802884574739972;3,0
25;0,3;Simple-1-1P-Nois10;20;10;0,4910458949949913;0,5772751820336168;0,6589073998375279;6,0
25;0,3;Simple-1-1P-Nois10;20;1;0,7326351571147683;0,7480009561867913;0,7593842193772921;1,0
25;0,3;Simple-1-1P-Nois10;40;40;0,4038227040178938;0,4673243486910913;0,5940885257860046;7,0
25;0,3;Simple-1-1P-Nois10;40;20;0,4578184593349567;0,4826686958856656;0,52374668978936;0,0
25;0,3;Simple-1-1P-Nois10;40;1;0,6668125290683257;0,686087725844066;0,7167207792642246;4,0
25;0,3;Simple-1-1P-Nois10;60;60;0,242320157475722;0,3272952622997734;0,5203560145530106;1,0
25;0,3;Simple-1-1P-Nois10;60;30;0,3795203939205153;0,4589255950049509;0,5683402774509769;6,0
25;0,3;Simple-1-1P-Nois10;60;1;0,5992466585148521;0,6356695741245895;0,6567131999342799;7,0
25;0,3;Simple-1-1P-Nois20;5;5;0,4821646725609647;0,6441567777289416;0,7662224051759047;9,0
25;0,3;Simple-1-1P-Nois20;5;2;0,7409244712957916;0,7630522866091678;0,7723016426122749;0,0
25;0,3;Simple-1-1P-Nois20;5;1;0,7446886610879813;0,7576828076829074;0,7714759908623012;8,0
25;0,3;Simple-1-1P-Nois20;10;10;0,4480402387109475;0,5125935916600772;0,5703834949701234;6,0
25;0,3;Simple-1-1P-Nois20;10;5;0,5212860351426869;0,5902781147820285;0,6730186090592472;9,0
25;0,3;Simple-1-1P-Nois20;10;1;0,6876719925403342;0,717408316444278;0,7375145880892104;3,0
25;0,3;Simple-1-1P-Nois20;20;20;0,1990372988626388;0,32596113866911314;0,4527349601029048;7,0
25;0,3;Simple-1-1P-Nois20;20;10;0,3709966130235391;0,40415985156976947;0,4463083038924516;1,0
25;0,3;Simple-1-1P-Nois20;20;1;0,5739960626021978;0,6067460742421067;0,6336558839080465;8,0
25;0,3;Simple-1-1P-Nois20;40;40;0,1264911064067351;0,182219308602701;0,236227795630767;7,0
25;0,3;Simple-1-1P-Nois20;40;20;0,1684986261441815;0,2512675665217348;0,3617710141522339;4,0
25;0,3;Simple-1-1P-Nois20;40;1;0,4173572966601657;0,4784882958844504;0,5120496905835343;9,0
25;0,3;Simple-1-1P-Nois20;60;60;0,1770283348479314;0,2947435632410725;0,3769218104076232;4,0
25;0,3;Simple-1-1P-Nois20;60;30;0,1911790979902134;0,249335310426122;0,3303277501955571;5,0
25;0,3;Simple-1-1P-Nois20;60;1;0,3721571794019092;0,4268930483463521;0,4800065510392912;4,0
25;0,3;Simple-2P;5;5;0,9447194253938692;0,9753023868516293;0,986356795990827;1,0
25;0,3;Simple-2P;5;2;0,9826218780573966;0,9826218780573968;0,9826218780573966;0,0
25;0,3;Simple-2P;5;1;0,9862360786780164;0,9876124708102149;1,0;9,0
25;0,3;Simple-2P;10;10;0,9031905165391646;0,9389114290290153;0,9840449241720914;8,0
25;0,3;Simple-2P;10;5;0,951940843543339;0,9648033341298736;0,9840449241720914;7,0
25;0,3;Simple-2P;10;1;0,9759437978644098;0,9834936593336566;0,9951997454837304;9,0
25;0,3;Simple-2P;20;20;0,6319805371998408;0,7532279788655466;0,8339485104041672;2,0
25;0,3;Simple-2P;20;10;0,8737716462103241;0,910082091765366;0,9466902867158958;6,0
25;0,3;Simple-2P;20;1;0,946255901102358;0,9680732489677746;0,9859127858509354;9,0
25;0,3;Simple-2P;40;40;0,3667965819007848;0,4916585485880628;0,6213206715378389;3,0
25;0,3;Simple-2P;40;20;0,4783662447467657;0,6439736540912436;0,8336157713463008;9,0
25;0,3;Simple-2P;40;1;0,908518241325472;0,9296102933183281;0,9470804759243528;6,0
25;0,3;Simple-2P;60;60;0,2310775311379828;0,38073064174227395;0,5038092444460225;8,0
25;0,3;Simple-2P;60;30;0,1315094999886532;0,2674923540100794;0,4826507197469768;8,0
25;0,3;Simple-2P;60;1;0,7772777827904561;0,8434528363988469;0,8899336795511452;8,0
25;0,3;Simple-2P-Nois025;5;5;0,8576754118946647;0,9147898274931261;0,9447194253938692;4,0
25;0,3;Simple-2P-Nois025;5;2;0,9352926351131516;0,9460595505647944;0,9591453232900472;1,0
25;0,3;Simple-2P-Nois025;5;1;0,9413765540335932;0,9512913400935317;0,9555355599169691;0,0
25;0,3;Simple-2P-Nois025;10;10;0,7854032324531729;0,8581084405875894;0,9031905165391646;4,0
25;0,3;Simple-2P-Nois025;10;5;0,886749562348235;0,9113099580996942;0,927665024848274;1,0
25;0,3;Simple-2P-Nois025;10;1;0,9077019578568288;0,9181376584084351;0,935363438253414;9,0
25;0,3;Simple-2P-Nois025;20;20;0,4913206312658141;0,6855634565378896;0,7533708035008839;5,0
25;0,3;Simple-2P-Nois025;20;10;0,7478433150405701;0,819877956903851;0,863479512718478;8,0
25;0,3;Simple-2P-Nois025;20;1;0,8864562647665752;0,8952003775627894;0,902401238092876;8,0
25;0,3;Simple-2P-Nois025;40;40;0,3851589387638785;0,4805798932140033;0,5664652260218807;2,0
25;0,3;Simple-2P-Nois025;40;20;0,401418537186191;0,49417643972325875;0,6665508837125177;9,0
25;0,3;Simple-2P-Nois025;40;1;0,8456113329202766;0,8593184060961494;0,8823433704094211;8,0
25;0,3;Simple-2P-Nois025;60;60;0,1866513050514765;0,3704599868367862;0,6368905947096641;8,0
25;0,3;Simple-2P-Nois025;60;30;0,1315094999886532;0,23589467032761968;0,4273655067307997;8,0
25;0,3;Simple-2P-Nois025;60;1;0,7062871515123618;0,7841742267144698;0,8334379227995713;4,0
25;0,3;Simple-2P-Nois05;5;5;0,8871407042230168;0,9177003560476008;0,9447194253938692;0,0
25;0,3;Simple-2P-Nois05;5;2;0,8798875862793653;0,9115863965626545;0,9292539490269298;8,0
25;0,3;Simple-2P-Nois05;5;1;0,918412135915824;0,9293298863575883;0,9356750525087572;5,0
25;0,3;Simple-2P-Nois05;10;10;0,6768126142831621;0,7768082680268286;0,9031905165391646;5,0
25;0,3;Simple-2P-Nois05;10;5;0,8267743521434515;0,8877098556924533;0,9195303095136688;0,0
25;0,3;Simple-2P-Nois05;10;1;0,8854610675653938;0,898292336203083;0,9138348151985884;9,0
25;0,3;Simple-2P-Nois05;20;20;0,5264828210920952;0,6048582253379805;0,7533708035008839;9,0
25;0,3;Simple-2P-Nois05;20;10;0,6708567253196183;0,7370662879713629;0,7890803264783072;2,0
25;0,3;Simple-2P-Nois05;20;1;0,8140527875164802;0,8353931067448641;0,8532187121223687;2,0
25;0,3;Simple-2P-Nois05;40;40;0,3521892988603379;0,46006441399892745;0,5619057086517673;3,0
25;0,3;Simple-2P-Nois05;40;20;0,3363416998557926;0,4265524413104684;0,4941248968134869;6,0
25;0,3;Simple-2P-Nois05;40;1;0,7676436773076062;0,7815348652317965;0,8053489588312759;9,0
25;0,3;Simple-2P-Nois05;60;60;0,1044465935734187;0,2978791231438665;0,3872983346207417;9,0
25;0,3;Simple-2P-Nois05;60;30;0,1315094999886532;0,24953798984927555;0,3673469387755102;8,0
25;0,3;Simple-2P-Nois05;60;1;0,6420964734784241;0,7317920153026717;0,763980204514432;5,0
25;0,3;Simple-2P-Nois10;5;5;0,6607993522096351;0,7662165641896646;0,8118257859541662;1,0
25;0,3;Simple-2P-Nois10;5;2;0,8219857119741476;0,8450287115413442;0,873592133157034;2,0
25;0,3;Simple-2P-Nois10;5;1;0,7903631755391919;0,8146121691152484;0,831987202367507;3,0
25;0,3;Simple-2P-Nois10;10;10;0,5312593666166552;0,6419580946142729;0,7121553095459904;7,0
25;0,3;Simple-2P-Nois10;10;5;0,7051487724958744;0,7581751459418197;0,8026744978437159;0,0
25;0,3;Simple-2P-Nois10;10;1;0,7628415811075654;0,7882364070050187;0,8127949429002373;7,0
25;0,3;Simple-2P-Nois10;20;20;0,4488555810267636;0,5147963922846516;0,5905474889440678;8,0
25;0,3;Simple-2P-Nois10;20;10;0,4880366721714235;0,6199837027837611;0,700494080235787;0,0
25;0,3;Simple-2P-Nois10;20;1;0,6922835879023469;0,7089214912001993;0,7356710983761606;6,0
25;0,3;Simple-2P-Nois10;40;40;0,2695157545269252;0,36029662929664175;0,4294799973855087;7,0
25;0,3;Simple-2P-Nois10;40;20;0,3638197497812784;0,4056843645449657;0,4846825761471627;6,0
25;0,3;Simple-2P-Nois10;40;1;0,6334079114817415;0,6586836027600411;0,6738700757981337;1,0
25;0,3;Simple-2P-Nois10;60;60;0,1977076606718087;0,31827855494366697;0,3938927711338647;9,0
25;0,3;Simple-2P-Nois10;60;30;0,074604709695299;0,17564656796654138;0,2538638047538967;0,0
25;0,3;Simple-2P-Nois10;60;1;0,5171943512516478;0,5876953001497516;0,6237077710643365;6,0
25;0,3;Simple-2P-Nois20;5;5;0,5186911112594095;0,623488504607425;0,6861182185330614;8,0
25;0,3;Simple-2P-Nois20;5;2;0,6881052798867752;0,7080360220994916;0,7324023638390016;9,0
25;0,3;Simple-2P-Nois20;5;1;0,6779214827956325;0,685274574796167;0,6961874585577127;9,0
25;0,3;Simple-2P-Nois20;10;10;0,3503386450499389;0,4225834308728064;0,5008354224706333;8,0
25;0,3;Simple-2P-Nois20;10;5;0,5180047418679556;0,5724915996030444;0,5966434574785809;8,0
25;0,3;Simple-2P-Nois20;10;1;0,5892556313586614;0,6320029325999965;0,6622453433171424;3,0
25;0,3;Simple-2P-Nois20;20;20;0,2069580912342006;0,3211811418836892;0,5129972977043269;9,0
25;0,3;Simple-2P-Nois20;20;10;0,3182041730940116;0,3596667673350308;0,4161481920134282;2,0
25;0,3;Simple-2P-Nois20;20;1;0,4524677201413654;0,4910117238850809;0,5126653594312555;9,0
25;0,3;Simple-2P-Nois20;40;40;0,0883014168911463;0,27776454704591913;0,4449249809858596;3,0
25;0,3;Simple-2P-Nois20;40;20;0,2403734067413214;0,3072670831054897;0,4365597325534018;8,0
25;0,3;Simple-2P-Nois20;40;1;0,3637706971322;0,40149312890696026;0,4335577377531247;4,0
25;0,3;Simple-2P-Nois20;60;60;0,0577777777777777;0,19289738961447725;0,3107594384269423;5,0
25;0,3;Simple-2P-Nois20;60;30;0,0221746253492396;0,11499658176631869;0,2387511490847809;8,0
25;0,3;Simple-2P-Nois20;60;1;0,2074044733380066;0,2607252692280925;0,311273022655851;7,0
25;0,3;Comb-1-1P;5;5;0,943730561939106;0,9626826722625443;0,981519811969052;0,0
