unidades capa1;ratio de dropout;serie;ventana;desplazamiento;peor MCC;promedio MCC;mejor MCC;mejor modelo
20;0,3;Simple-1-1P;5;5;0,8420753583206844;0,9210373934043279;0,957065171132202;1,0
20;0,3;Simple-1-1P;5;2;0,9749946534150248;0,9808683919700758;0,9833857084936692;0,0
20;0,3;Simple-1-1P;5;1;0,9701046464114272;0,9774288835359475;0,9787204979338638;0,0
20;0,3;Simple-1-1P;10;10;0,7930860654723274;0,8711786428768514;0,9261249968991352;0,0
20;0,3;Simple-1-1P;10;5;0,9045340337332908;0,9313477139917911;0,9530251207255478;6,0
20;0,3;Simple-1-1P;10;1;0,9719807322055318;0,9762142909720295;0,9766846863905292;0,0
20;0,3;Simple-1-1P;20;20;0,6897489428726739;0,8130408720058897;0,9121034881575903;3,0
20;0,3;Simple-1-1P;20;10;0,8546153371267735;0,894555553515041;0,9283569624779344;3,0
20;0,3;Simple-1-1P;20;1;0,9568901637768492;0,9689012714704661;0,9722498719074082;3,0
20;0,3;Simple-1-1P;40;40;0,74376843799781;0,9187520213867598;1,0;1,0
20;0,3;Simple-1-1P;40;20;0,8690481892534816;0,9230226791478768;0,981058891118368;5,0
20;0,3;Simple-1-1P;40;1;0,8988962544460773;0,9555786755283531;0,9684359716922804;8,0
20;0,3;Simple-1-1P;60;60;0,558389928096229;0,721249150057196;0,90267093384844;1,0
20;0,3;Simple-1-1P;60;30;0,4411494016915296;0,6365163558044165;0,8112457445926347;7,0
20;0,3;Simple-1-1P;60;1;0,7881204824152335;0,8767911214504827;0,9138761643865672;1,0
20;0,3;Simple-1-1P-Nois025;5;5;0,8426314208590941;0,9076976769485693;0,9578021978021978;2,0
20;0,3;Simple-1-1P-Nois025;5;2;0,9233742942795432;0,9528157246064545;0,9666310678446404;2,0
20;0,3;Simple-1-1P-Nois025;5;1;0,9482903527801244;0,9631537491433159;0,9701046464114272;3,0
20;0,3;Simple-1-1P-Nois025;10;10;0,7930860654723274;0,8395551428167481;0,8746327078711531;0,0
20;0,3;Simple-1-1P-Nois025;10;5;0,8542421961772492;0,8882361718708491;0,9289853059279986;7,0
20;0,3;Simple-1-1P-Nois025;10;1;0,907003196233561;0,9393001060701959;0,9529888836371354;1,0
20;0,3;Simple-1-1P-Nois025;20;20;0,5044296328024895;0,6868262969631124;0,7890763647670371;2,0
20;0,3;Simple-1-1P-Nois025;20;10;0,5909774563781864;0,7432493868502223;0,8395415735193005;4,0
