capa intermedia;bottleneck;serie;ventana;desplazamiento;peor MCC;promedio MCC;mejor MCC;mejor modelo
20;5;GB1;20;20;0,4058447881701383;0,5179953341238898;0,5460329706123277;0,0
20;5;GB1;20;10;0,3804786014909874;0,4917506453232573;0,5599496399301325;8,0
20;5;GB1;20;1;0,3928576049604467;0,4659056609140674;0,5055187857844388;6,0
20;5;GB1;40;40;0,592156525463792;0,6121138970276361;0,6685087748499449;3,0
20;5;GB1;40;20;0,5312350722267765;0,5926753899285911;0,6252115744062956;3,0
20;5;GB1;40;1;0,55283568948088;0,5950732185549337;0,6091523949129516;3,0
20;5;GB1;60;60;0,5470838137805754;0,5963816147416441;0,6189675500638833;1,0
20;5;GB1;60;30;0,5455184681565929;0,5971055406887925;0,6028374376368146;1,0
20;5;GB1;60;1;0,6224303029383188;0,6321560259171312;0,6502180828777828;9,0
20;5;GB1;90;90;0,640899289667242;0,6408992896672421;0,640899289667242;0,0
20;5;GB1;90;45;0,5998104035485818;0,6346400585685517;0,6455818187230747;0,0
20;5;GB1;90;1;0,4993335537022623;0,6240006066967255;0,6506165816615036;0,0
20;5;GB2;20;20;0,5638995441348543;0,6318367002912196;0,6583023696038589;0,0
20;5;GB2;20;10;0,5087641650407473;0,6157761072555821;0,6842000840203153;3,0
20;5;GB2;20;1;0,4376899434966139;0,5303207715573109;0,6501020147392467;7,0
20;5;GB2;40;40;0,7052631578947368;0,7178947368421053;0,7473684210526316;3,0
20;5;GB2;40;20;0,691792520738413;0,7225485912989699;0,7426602870298767;5,0
20;5;GB2;40;1;0,6489878516482194;0,6723897714303455;0,6967329804386567;0,0
20;5;GB2;60;60;0,6104441713051181;0,6756809510336619;0,7144157945666731;4,0
20;5;GB2;60;30;0,6104353327640739;0,6884034282309299;0,7303358675587263;3,0
20;5;GB2;60;1;0,6611179162537508;0,6800765597442842;0,7004660442529711;9,0
20;5;GB2;90;90;0,6280117201800992;0,6280117201800992;0,6280117201800992;0,0
20;5;GB2;90;45;0,6278749457780356;0,6464034049668362;0,6568586245061617;0,0
20;5;GB2;90;1;0,6333059604170896;0,6445810418980006;0,6566811293409294;9,0
20;5;GB3;20;20;0,3509563066566255;0,41854360433936694;0,4796874435475382;9,0
20;5;GB3;20;10;0,3003604503825678;0,3476294983034433;0,3907961515152225;2,0
20;5;GB3;20;1;0,2721414893219323;0,3152771872101307;0,3664963817922287;5,0
20;5;GB3;40;40;0,3882621644013846;0,476124574073456;0,5103103630798288;0,0
20;5;GB3;40;20;0,3290307866665534;0,4103728657323777;0,4287370856564181;0,0
20;5;GB3;40;1;0,3337929408814522;0,3647567042302789;0,3868433791237098;5,0
20;5;GB3;60;60;0,4020206432586902;0,41960480025083047;0,4372492797544086;5,0
20;5;GB3;60;30;0,3321917978376627;0,39007105694133515;0,4197150331415586;6,0
20;5;GB3;60;1;0,374828567935773;0,3951976307868391;0,405329966295448;9,0
20;5;GB3;90;90;0,3635169333958063;0,3854438912387034;0,3962695801944365;0,0
20;5;GB3;90;45;0,2305132314617419;0,33750362064214523;0,3680415546823494;8,0
20;5;GB3;90;1;0,2936685760647426;0,32057598604045906;0,3355813446853966;8,0
20;5;GB5;20;20;0,4118497274885961;0,49482353089477993;0,5548843534717514;9,0
20;5;GB5;20;10;0,4057157425337583;0,4595945661342043;0,5277054380831804;0,0
20;5;GB5;20;1;0,3186981407536884;0,35428503090577196;0,3832095046627914;9,0
20;5;GB5;40;40;0,5724780279075999;0,6147997645977791;0,6403359072335192;2,0
20;5;GB5;40;20;0,5687912788202995;0,5939205917957271;0,6185717163155121;1,0
