unidades capa1;ratio de dropout;serie;ventana;desplazamiento;peor MCC;promedio MCC;mejor MCC;mejor modelo
20;0,3;GB1;10;10;0,2992380423978844;0,40781894611169067;0,5210774223012894;7,0
20;0,3;GB1;10;5;0,5417741376969902;0,5629975796376848;0,5834846646082699;6,0
20;0,3;GB1;10;1;0,5388710596534612;0,560386167925229;0,5915881869780798;8,0
20;0,3;GB1;20;20;0,3056549445507989;0,43198813908630174;0,5029812606633909;9,0
20;0,3;GB1;20;10;0,4148522125454902;0,5194644421342055;0,5914535398905005;8,0
20;0,3;GB1;20;1;0,6312768308693761;0,6440881806529462;0,656557685182513;2,0
20;0,3;GB1;40;40;0,3254893859774334;0,5317466586058913;0,7065053634159912;6,0
20;0,3;GB1;40;20;0,4823221426612258;0,5961532721228108;0,68104039535817;7,0
20;0,3;GB1;40;1;0,6808203998769391;0,7473889153416433;0,8089766237262264;0,0
20;0,3;GB1;60;60;0,3224298430118924;0,42553172376356035;0,5470838137805754;7,0
20;0,3;GB1;60;30;0,3556768534729039;0,5296342460691088;0,618852747755276;9,0
20;0,3;GB1;60;1;0,7211396220425067;0,7416563203521424;0,7633913763120195;6,0
20;0,3;GB1;90;90;0,1826912137853536;0,3998432640603602;0,489665934360077;3,0
20;0,3;GB1;90;45;0,4279410834316716;0,5241514077501087;0,6471064704604277;6,0
20;0,3;GB1;90;1;0,7994451453600616;0,8204057287045586;0,8344908456185247;5,0
20;0,3;GB2;10;10;0,5830426069633495;0,6368651377598957;0,6812893579150547;4,0
20;0,3;GB2;10;5;0,6731426525398242;0,6908558185316507;0,7045492697666611;5,0
20;0,3;GB2;10;1;0,6882718656482126;0,7084804101096965;0,7248997490858978;4,0
20;0,3;GB2;20;20;0,5565466445597425;0,6077849050706152;0,6507313962783788;2,0
20;0,3;GB2;20;10;0,566969039356021;0,6519305800777564;0,7226237799054062;2,0
20;0,3;GB2;20;1;0,703300998321537;0,7249267348523861;0,7400654022785842;2,0
20;0,3;GB2;40;40;0,4826914274364809;0,5501143789454569;0,6381900057443409;6,0
20;0,3;GB2;40;20;0,5363931994212284;0,5919131801570069;0,6672816870580163;5,0
20;0,3;GB2;40;1;0,6918753908558147;0,7181055354542772;0,7419243182167202;5,0
20;0,3;GB2;60;60;0,2996459949971679;0,47706235410714354;0,5742269451586425;8,0
20;0,3;GB2;60;30;0,4576399599743535;0,5301198131286593;0,597989608200205;6,0
