unidades capa1;ratio de dropout;serie;ventana;desplazamiento;peor MCC;promedio MCC;mejor MCC;mejor modelo
15;0,2;GB1;10;10;0,2992380423978844;0,4169360259243603;0,5210774223012894;0,0
15;0,2;GB1;10;5;0,5276704785390601;0,5482314704949636;0,5697183865382869;6,0
15;0,2;GB1;10;1;0,4784939678971786;0,5405888525429006;0,5797761939868883;0,0
15;0,2;GB1;20;20;0,3056549445507989;0,4163505859923303;0,5304740351099578;6,0
15;0,2;GB1;20;10;0,4239872004573968;0,5019021547582059;0,5670323186814883;6,0
15;0,2;GB1;20;1;0,4740311913098001;0,6052768107856492;0,6591118384070542;2,0
15;0,2;GB1;40;40;0,3576636499865746;0,5561216854692029;0,6153198492941545;6,0
15;0,2;GB1;40;20;0,4577586395890576;0,5416650390972881;0,6772108023612833;2,0
15;0,2;GB1;40;1;0,6251359948976082;0,7057816587445721;0,7589264750724347;7,0
15;0,2;GB1;60;60;0,2723069484076272;0,40533451764587863;0,4851079668748027;2,0
15;0,2;GB1;60;30;0,4171184784742197;0,534569366500511;0,618852747755276;0,0
15;0,2;GB1;60;1;0,6565323082716649;0,6991049027119773;0,748711986282252;8,0
15;0,2;GB1;90;90;0,2814324149848489;0,3944143321946927;0,5008160362602788;7,0
15;0,2;GB1;90;45;0,3701883725309025;0,50783381873064;0,6400826979207908;0,0
15;0,2;GB1;90;1;0,7899500479874303;0,811285650807809;0,8310804280575291;1,0
15;0,2;GB2;10;10;0,5389782699379295;0,6354533411458275;0,6812893579150547;6,0
15;0,2;GB2;10;5;0,6554933538559486;0,6811921873341948;0,7021652552323827;5,0
15;0,2;GB2;10;1;0,6567950298252437;0,6832313517312635;0,7067626835949331;2,0
15;0,2;GB2;20;20;0,5593149485727877;0,6194058689892155;0,6897699780935271;5,0
15;0,2;GB2;20;10;0,5221783384242377;0,6454338985988434;0,7256545069443942;6,0
15;0,2;GB2;20;1;0,6338814624265499;0,7108964991833224;0,736322315236072;8,0
15;0,2;GB2;40;40;0,4826914274364809;0,5677538439137575;0,6361072620956485;9,0
15;0,2;GB2;40;20;0,534698631454422;0,617467521571135;0,6613232017168497;0,0
15;0,2;GB2;40;1;0,668600728041176;0,7104081480334438;0,7509903998242902;5,0
15;0,2;GB2;60;60;0,3926405874867363;0,4681385223733662;0,5856090335479963;5,0
15;0,2;GB2;60;30;0,3683205242618568;0,5276055775634864;0,6370899045734728;9,0
15;0,2;GB2;60;1;0,6481331219766219;0,7109368950528607;0,7380298534900422;2,0
15;0,2;GB2;90;90;0,2739708528148077;0,46507811396552123;0,6016685981121735;6,0
15;0,2;GB2;90;45;0,4746276654406131;0,5698160443763245;0,6462639109697933;4,0
15;0,2;GB2;90;1;0,7474045471860912;0,7599332929007415;0,7755750066443062;2,0
15;0,2;GB3;10;10;0,3499195687054327;0,39736599453759963;0,4356644399951508;7,0
15;0,2;GB3;10;5;0,2820186115069906;0,3324072299064007;0,398818353422391;3,0
15;0,2;GB3;10;1;0,3357723190451211;0,3968205621222305;0,447877311259657;9,0
15;0,2;GB3;20;20;0,4252435341974331;0,4645759328243999;0,5189649009319826;8,0
15;0,2;GB3;20;10;0,4528545033119699;0,4824121977554266;0,5120551098928126;1,0
15;0,2;GB3;20;1;0,4600167428637705;0,4686277902758441;0,4800355942031408;2,0
15;0,2;GB3;40;40;0,3838674956305635;0,44882342750691234;0,5124471060731669;3,0
15;0,2;GB3;40;20;0,3815278148513585;0,4522646758484754;0,5076001349047686;4,0
15;0,2;GB3;40;1;0,4244053808762552;0,4452440342452479;0,4776665231067406;0,0
15;0,2;GB3;60;60;0,3382897549304394;0,40056786092317037;0,4540877012968237;9,0
15;0,2;GB3;60;30;0,2624403091442431;0,33306533589840487;0,4728506888732104;8,0
15;0,2;GB3;60;1;0,4261214108545509;0,43642198076657224;0,450246685406505;3,0
15;0,2;GB3;90;90;0,3348984219052835;0,38663960902918726;0,4736115758505305;2,0
15;0,2;GB3;90;45;0,2808677234859745;0,3540418651998257;0,4788371386435344;9,0
