unidades capa1;ratio de dropout;serie;ventana;desplazamiento;peor MCC;promedio MCC;mejor MCC;mejor modelo
25;0,3;GB1;10;10;0,3865082445082298;0,4433350262953327;0,4892665628287421;3,0
25;0,3;GB1;10;5;0,4974895997287868;0,5475783196223208;0,5963808372950824;2,0
25;0,3;GB1;10;1;0,54578613213209;0,56699809835422;0,6041549005538059;8,0
25;0,3;GB1;20;20;0,3056549445507989;0,4432951946521163;0,5732658804790174;6,0
25;0,3;GB1;20;10;0,4706343966487044;0,5491413309284091;0,6159681982288712;9,0
25;0,3;GB1;20;1;0,6253607214024347;0,6467617889952515;0,6680990760356047;0,0
25;0,3;GB1;40;40;0,3733829161402601;0,5848003547121065;0,6685087748499449;2,0
25;0,3;GB1;40;20;0,5552027098193864;0,6018226206351526;0,6341497044081444;7,0
25;0,3;GB1;40;1;0,7297408670874413;0,7720523951687622;0,808545741839871;5,0
25;0,3;GB1;60;60;0,3856797136484182;0,4620305453566244;0,5470838137805754;7,0
25;0,3;GB1;60;30;0,4110098661900717;0,5766804374388027;0,6544072268942437;8,0
25;0,3;GB1;60;1;0,6870331830051545;0,7439625794757572;0,7779471487266377;9,0
25;0,3;GB1;90;90;0,2814324149848489;0,40805150555716735;0,5667069553230909;8,0
25;0,3;GB1;90;45;0,4279410834316716;0,5251012637297621;0,6171848932895583;0,0
25;0,3;GB1;90;1;0,8097763189147532;0,8268012882151765;0,8388017371057322;2,0
25;0,3;GB2;10;10;0,613194864472691;0,6456750695815869;0,7127001718565203;5,0
25;0,3;GB2;10;5;0,6781548638477187;0,6991145382064231;0,7124370701209892;8,0
25;0,3;GB2;10;1;0,6845579925278295;0,7065444834537675;0,7221999467634088;3,0
25;0,3;GB2;20;20;0,5593149485727877;0,6121724724542932;0,6854935750188843;5,0
25;0,3;GB2;20;10;0,6527428105704675;0,6764352972208196;0,71109232700475;3,0
25;0,3;GB2;20;1;0,7076656363202617;0,7292370395091583;0,7467208826966001;8,0
25;0,3;GB2;40;40;0,4916051440083466;0,5621982656631245;0,6556100681071858;5,0
25;0,3;GB2;40;20;0,5109683565712637;0,5865848733858068;0,6377314779113114;6,0
25;0,3;GB2;40;1;0,6885053792514857;0,7160281086028486;0,7360750419985898;6,0
25;0,3;GB2;60;60;0,402500924782008;0,48676948127300224;0,5742269451586425;5,0
25;0,3;GB2;60;30;0,4699985240597653;0,5659335314336686;0,6459660297239915;8,0
25;0,3;GB2;60;1;0,7085331143488836;0,7312348679564454;0,7423008803397633;8,0
25;0,3;GB2;90;90;0,259816696768909;0,43537496588796076;0,5749226947794389;7,0
25;0,3;GB2;90;45;0,5470127296597334;0,620096147645994;0,6789123041374258;4,0
25;0,3;GB2;90;1;0,7459254301623518;0,7630299982795893;0,7783384013544771;2,0
25;0,3;GB3;10;10;0,3584683796543226;0,40549477018777547;0,4448167429051693;3,0
25;0,3;GB3;10;5;0,359858969972122;0,390690613757105;0,431049166198116;3,0
25;0,3;GB3;10;1;0,3832922783120551;0,4366680814310378;0,4603310532487127;2,0
25;0,3;GB3;20;20;0,4449109797848825;0,47942200713912014;0,5109405634161494;9,0
25;0,3;GB3;20;10;0,4758815316872093;0,49049758892706913;0,5054445262015546;2,0
25;0,3;GB3;20;1;0,4602955899448326;0,47691938092633024;0,4848817228734759;3,0
25;0,3;GB3;40;40;0,4398577626569619;0,4738585648648086;0,5124471060731669;0,0
25;0,3;GB3;40;20;0,43951237867904;0,47272987180561776;0,4980829328456385;8,0
25;0,3;GB3;40;1;0,4337702580517426;0,45886363986924705;0,4980672237915618;0,0
25;0,3;GB3;60;60;0,3223898998552885;0,41085203960822136;0,4896987010891259;3,0
25;0,3;GB3;60;30;0,292191503303599;0,33816891728969783;0,4016508823839867;7,0
25;0,3;GB3;60;1;0,4209095593531237;0,44138763400549375;0,4608912027844328;2,0
25;0,3;GB3;90;90;0,3301134043427189;0,38402595481905194;0,409015107631493;0,0
25;0,3;GB3;90;45;0,2937257086799859;0,3521132060433517;0,4249998594473191;7,0
25;0,3;GB3;90;1;0,4245920685601655;0,43905557409122914;0,4582114741315072;9,0
25;0,3;GB5;10;10;0,5667209599064869;0,5821941725811552;0,600278624188332;1,0
25;0,3;GB5;10;5;0,5720115179386815;0,589781329761933;0,5987516736989572;2,0
25;0,3;GB5;10;1;0,5938306118557739;0,603565082057021;0,6108589404408334;9,0
25;0,3;GB5;20;20;0,5279361790588174;0,5765421326935964;0,5964326123579775;1,0
25;0,3;GB5;20;10;0,5449363425561916;0,5870064976048773;0,6188217765940519;1,0
25;0,3;GB5;20;1;0,6177260119469057;0,6276095400286654;0,6336279871181618;7,0
