capa intermedia;bottleneck;serie;ventana;desplazamiento;peor MCC;promedio MCC;mejor MCC;mejor modelo
25;15;GB1;20;20;-0,0016000081920629;0,0628184832085118;0,1979335214407314;8,0
25;15;GB1;20;10;0,0400080024008002;0,06146046934432412;0,102682790893589;8,0
25;15;GB1;20;1;0,0225865293408085;0,0525250586189693;0,1057533054412409;2,0
25;15;GB1;40;40;-0,0053624121007315;0,12062290955976156;0,2544218344539763;0,0
25;15;GB1;40;20;0,0336916461701093;0,07635595039704715;0,1056451690825042;1,0
25;15;GB1;40;1;0,0239464387123794;0,05381225155677777;0,0929159284522961;0,0
25;15;GB1;60;60;0,0554796190029915;0,1152687884846165;0,186693296595327;9,0
25;15;GB1;60;30;0,0296477428345974;0,09112804730783122;0,2224282697604351;0,0
25;15;GB1;60;1;0,0193123077973127;0,03936420058635922;0,0534444828364912;4,0
25;15;GB1;90;90;0,0574043021479662;0,1226907915876864;0,207345971563981;8,0
25;15;GB1;90;45;0,0211951951699648;0,07626455949213534;0,1420219596773374;7,0
25;15;GB1;90;1;0,0353460261877339;0,052437748569073114;0,0659947618145849;2,0
25;15;GB2;20;20;0,1424283890661798;0,19646668544784318;0,3042788311868387;6,0
25;15;GB2;20;10;0,1175772189900692;0,16152725814711594;0,1996078368901175;5,0
25;15;GB2;20;1;0,0842182387818907;0,14184156224240935;0,167077439453563;0,0
25;15;GB2;40;40;0,1246466970955217;0,20679182965859683;0,3458572319330373;2,0
25;15;GB2;40;20;0,1234624873444117;0,19039521777821247;0,2595269049887466;9,0
25;15;GB2;40;1;0,1439713399046457;0,1582769484490959;0,1777633478757778;7,0
25;15;GB2;60;60;0,1716211707772036;0,2693826989758944;0,4250456218616781;8,0
25;15;GB2;60;30;0,1060529433897187;0,19783136914185206;0,287853870382605;3,0
25;15;GB2;60;1;0,1269157853140008;0,15122465045042316;0,1733450786521118;9,0
25;15;GB2;90;90;0,1131353717576009;0,24503198050341274;0,4130496085151453;1,0
25;15;GB2;90;45;0,1330071182602155;0,19551832643121364;0,2643893716810118;2,0
25;15;GB2;90;1;0,1138479776194939;0,13571111312505288;0,1622752318290286;1,0
25;15;GB3;20;20;0,0497635226084761;0,11175061231045294;0,1530398491417436;2,0
25;15;GB3;20;10;0,0346750229112524;0,08146750836533799;0,1335513320781105;4,0
25;15;GB3;20;1;0,0550493940850266;0,0867086484148408;0,1179522966337508;7,0
25;15;GB3;40;40;0,0427960492510912;0,1427836899400253;0,2034214782750258;6,0
25;15;GB3;40;20;0,041306895295801;0,11586710052975724;0,183744465281322;8,0
25;15;GB3;40;1;0,0603914798027061;0,09382117916315971;0,111108338082509;0,0
25;15;GB3;60;60;0,082408978288971;0,12799746863541803;0,2175101361683537;3,0
25;15;GB3;60;30;0,057595897996552;0,10754399782861883;0,1707272683727623;7,0
25;15;GB3;60;1;0,0626126294251402;0,0876706721667527;0,1094794572184237;6,0
25;15;GB3;90;90;0,091593048614096;0,15062770097993977;0,303208322668239;0,0
25;15;GB3;90;45;0,0508959692302332;0,12773121678558966;0,2179096741153991;0,0
25;15;GB3;90;1;0,0591868626476721;0,07889863787680558;0,105304621879705;4,0
25;15;GB5;20;20;0,1727900169451423;0,24812600889714892;0,3195115890387169;4,0
25;15;GB5;20;10;0,1518941155621813;0,19686900162043228;0,2303152980492855;6,0
25;15;GB5;20;1;0,1637582929977159;0,19063386325147597;0,2118465418708408;1,0
25;15;GB5;40;40;0,1835322304792655;0,24911037958116267;0,3651037951733726;8,0
25;15;GB5;40;20;0,1608159198544823;0,21027147228169837;0,2569817198370194;8,0
25;15;GB5;40;1;0,1763095475258995;0,1927814292563696;0,2076831318111682;0,0
25;15;GB5;60;60;0,1948560597314894;0,2559922068208145;0,3399781198989302;3,0
25;15;GB5;60;30;0,1615958574976196;0,2216148747407189;0,287804346100812;1,0
25;15;GB5;60;1;0,1567687832394226;0,19393383885479037;0,2284492131173269;5,0
25;15;GB5;90;90;0,198792385071176;0,27610042018067393;0,4241913312110676;5,0
25;15;GB5;90;45;0,1995511373572023;0,23897125287445925;0,2863434836141745;7,0
25;15;GB5;90;1;0,1862367920218872;0,19984579143892708;0,2112585432412299;7,0
25;15;GB7;20;20;0,174714139453653;0,2416980702761106;0,3748544271404159;0,0
25;15;GB7;20;10;0,1461641493832037;0,21513397007273255;0,2931521035165687;6,0
25;15;GB7;20;1;0,1632429119303036;0,20516001596148184;0,2483783710553807;2,0
25;15;GB7;40;40;0,1378527192608795;0,21300251555142663;0,2959405527006184;1,0
25;15;GB7;40;20;0,147615102838349;0,23763634223788604;0,3088165714809895;5,0
25;15;GB7;40;1;0,1679654556735701;0,20299366421885034;0,2269874693779335;6,0
25;15;GB7;60;60;0,1321477999448426;0,21736024699485884;0,253506004769066;2,0
25;15;GB7;60;30;0,1726082975750593;0,23608784173983577;0,2994951123278347;9,0
25;15;GB7;60;1;0,1304757283200228;0,1721080510354222;0,1997589101042707;1,0
25;15;GB7;90;90;0,1657996691278772;0,2475041019247457;0,3805544511347309;3,0
25;15;GB7;90;45;0,1599005372667078;0,21869573917448273;0,2429563289518875;5,0
25;15;GB7;90;1;0,1498373485204574;0,1630686647570298;0,1738260332229256;4,0
25;15;GB10;20;20;0,1197589263903351;0,18062356337387636;0,2448183896323722;1,0
25;15;GB10;20;10;0,1342871127998143;0,16815437177118595;0,1987660448599791;1,0
25;15;GB10;20;1;0,1347510316806476;0,15346916381880354;0,1752402720746001;8,0
25;15;GB10;40;40;0,1166824493240809;0,20219853270110918;0,2774020764922365;2,0
25;15;GB10;40;20;0,1270544790233312;0,17770634663624046;0,2122837042699467;1,0
25;15;GB10;40;1;0,1381982854392413;0,15331559965545494;0,1705542498171315;8,0
25;15;GB10;60;60;0,0983005907274858;0,18556323124472046;0,2832290750109288;8,0
25;15;GB10;60;30;0,1570292538844068;0,1871592595086991;0,2628889509366127;1,0
25;15;GB10;60;1;0,1366460802249268;0,14953480374067665;0,1618103478782055;5,0
25;15;GB10;90;90;0,1946915291068424;0,24945158306340248;0,3147603484141034;9,0
25;15;GB10;90;45;0,163872445769496;0,19323746838818057;0,2289417355158005;4,0
25;15;GB10;90;1;0,1386673177157097;0,1522146959662727;0,1683772073178877;7,0
