capa intermedia;bottleneck;promedio MCC general;promedio MCC (GB1);mejor MCC (GB1);promedio MCC (GB2);mejor MCC (GB2);promedio MCC (GB3);mejor MCC (GB3);promedio MCC (GB5);mejor MCC (GB5);promedio MCC (GB7);mejor MCC (GB7);promedio MCC (GB10);mejor MCC (GB10)
20;10;0,2756857257252539;0,1598553390468372;0,2121127674118577;0,3278411599532768;0,3980953294631894;0,14274538941273882;0,2065762973218645;0,38401478021639135;0,4248055988478944;0,35945657398394926;0,4203353188869193;0,2802011117383299;0,3194584392362873
