unidades capa1;ratio de dropout;promedio MCC general;promedio MCC (GB1);mejor MCC (GB1);promedio MCC (GB2);mejor MCC (GB2);promedio MCC (GB3);mejor MCC (GB3);promedio MCC (GB5);mejor MCC (GB5);promedio MCC (GB7);mejor MCC (GB7);promedio MCC (GB10);mejor MCC (GB10)
25;0,3;0,12464173048264143;0,09349513796309632;0,1465085378441474;0,15222646090952405;0,2192135260067775;0,0891927007505717;0,1406236264307392;0,1551441416219783;0,2538355734315343;0,139160099338946;0,1870733345033898;0,11863184231173231;0,1605949990465893
