capa intermedia;bottleneck;promedio MCC general;promedio MCC (GB1);mejor MCC (GB1);promedio MCC (GB2);mejor MCC (GB2);promedio MCC (GB3);mejor MCC (GB3);promedio MCC (GB5);mejor MCC (GB5);promedio MCC (GB7);mejor MCC (GB7);promedio MCC (GB10);mejor MCC (GB10)
25;15;0,5694393579806545;0,6039626708690599;0,7605608086071737;0,6618840803409536;0,7958593997866543;0,3857311496186793;0,4586279643311076;0,5151038771500929;0,5992985449252634;0,7904008919069812;0,8942735105776409;0,45955347799816004;0,5425174296511356
25;10;0,578582025685288;0,6205629685679119;0,7430572558910835;0,669922383772323;0,7565341043506352;0,3948804507028741;0,472640623264185;0,5294679283164582;0,6333828781711667;0,7929800268659055;0,8672664871718967;0,4636783958862553;0,5409425335915403
25;5;0,5548124415822505;0,5804776612893908;0,6470063713040116;0,6457379101789453;0,7088761466116746;0,3753213923159899;0,4837507100711996;0,5467849856192906;0,6546820236191626;0,7301861365587405;0,7922871254548747;0,45036656353114607;0,5011368185944841
20;15;0,5729292420168792;0,6144956872468702;0,7503582361238459;0,6613070535844597;0,7963976476119322;0,38795012151357083;0,4654282175630421;0,519187299227193;0,5985188488716838;0,7946440742802213;0,8950327010058015;0,4599912162489603;0,5427461289396909
20;10;0,5796364244960716;0,6195919646750682;0,7347104505811635;0,6743522452467184;0,7512908790125314;0,39127230986293954;0,4701236060075346;0,5369131836136963;0,6526814138139903;0,7934107572850707;0,8689560299330685;0,46227808629293615;0,5343061355788438
20;5;0,5606339876565539;0,583391440179372;0,6408992896672421;0,6544936487274454;0,7225485912989699;0,38175845164911376;0,476124574073456;0,5616776057935221;0,6644069968118659;0,7303997917662882;0,7762982345010222;0,45208298782358214;0,5094384576036152
15;15;0,573156242440624;0,6172730536686061;0,7491283194892022;0,6631709291518036;0,7843257329992972;0,3812644717314966;0,4603804938201833;0,5218743547920018;0,6050852680048108;0,7935546250611609;0,8709305233726609;0,4618000202386749;0,5206487716010442
15;10;0,578699221942854;0,6249699591258496;0,7347104505811635;0,671684959728437;0,7467568104349049;0,39229220880013754;0,4717673548696264;0,5393388916503356;0,6489681971961686;0,7847176609221543;0,864573260167797;0,45919165143020985;0,5092736620739607
15;5;0,5630439397607062;0,5788319503167122;0,6384319102445767;0,6522626470498493;0,6968421052631578;0,38698672108967047;0,5063885788986897;0,5686492851771295;0,6598890791693318;0,736883286175196;0,7812927900346356;0,45464974875567954;0,5069082355576713
