unidades capa1;unidades capa2;ratio de dropout;serie;ventana;desplazamiento;peor MCC;promedio MCC;mejor MCC;mejor modelo
25;10;0,2;GB1;10;10;0,0190462461648924;0,07521585369565711;0,1726787169070543;6,0
25;10;0,2;GB1;10;5;0,0272694292407688;0,10201443642220934;0,2330069412092048;3,0
25;10;0,2;GB1;10;1;0,0019652566565696;0,050424240639900066;0,1621091468968321;1,0
25;10;0,2;GB1;20;20;0,0277519546577552;0,09917468868657485;0,2814361451164561;8,0
25;10;0,2;GB1;20;10;0,0045750901087167;0,11868845037177977;0,2789202971221228;6,0
25;10;0,2;GB1;20;1;0,0049350313559993;0,05759999418168482;0,2295874734805563;7,0
25;10;0,2;GB1;40;40;0,0216425448070658;0,11344555240526666;0,263756908615217;6,0
25;10;0,2;GB1;40;20;0,0116476092969102;0,12037144034121541;0,2222860883601185;7,0
25;10;0,2;GB1;40;1;0,0;0,036060654342077496;0,0857237427988529;7,0
25;10;0,2;GB1;60;60;0,0;0,15370546505652768;0,2723069484076272;3,0
25;10;0,2;GB1;60;30;0,010363946430143;0,13381855412068708;0,2328836540596394;2,0
25;10;0,2;GB1;60;1;0,0056782925500866;0,047818391616969026;0,1426761796543792;5,0
25;10;0,2;GB1;90;90;0,0125488631518506;0,15725801725839197;0,2814324149848489;5,0
25;10;0,2;GB1;90;45;0,0;0,10381803117185191;0,2132464430513331;6,0
25;10;0,2;GB1;90;1;0,0041740412807592;0,06055406492693376;0,1978897361505757;3,0
25;10;0,2;GB2;10;10;0,0054677247021183;0,14226406143099343;0,3900298734333162;0,0
25;10;0,2;GB2;10;5;0,015287089198172;0,13544300954487534;0,3280591397496042;4,0
25;10;0,2;GB2;10;1;0,0020585925846945;0,12952377494988035;0,2794558558189749;0,0
25;10;0,2;GB2;20;20;0,0113299192750864;0,14192377652851929;0,3668265221814907;9,0
25;10;0,2;GB2;20;10;0,0;0,18983330973060691;0,3179104526158521;8,0
25;10;0,2;GB2;20;1;0,0019021147539106;0,13992327462572213;0,2813447836004247;6,0
25;10;0,2;GB2;40;40;0,0327736762672231;0,2341281833168714;0,3914406806294063;1,0
25;10;0,2;GB2;40;20;0,0316885890823678;0,18003275959874734;0,2949084229168301;4,0
25;10;0,2;GB2;40;1;0,0;0,07592789371693728;0,1784417694210738;4,0
25;10;0,2;GB2;60;60;0,0455056134636524;0,16445833351419023;0,2996459949971679;5,0
25;10;0,2;GB2;60;30;0,0;0,14350400301149085;0,2469631145549171;8,0
25;10;0,2;GB2;60;1;0,0282649320877486;0,09331791169037032;0,2376524044795951;6,0
