unidades capa1;unidades capa2;ratio de dropout;serie;ventana;desplazamiento;peor MCC;promedio MCC;mejor MCC;mejor modelo
25;15;0,2;GB1;10;10;0,351736425756126;0,4921158342270326;0,5472914605071261;3,0
25;15;0,2;GB1;10;5;0,5127960601565008;0,6026497950509715;0,736181662484062;1,0
25;15;0,2;GB1;10;1;0,6529526137322307;0,7816771264342985;0,8910978663673655;3,0
25;15;0,2;GB1;20;20;0,4291328888144126;0,5115842635010394;0,5823553358928383;3,0
25;15;0,2;GB1;20;10;0,4429246563898048;0,570974759026014;0,6545295690600802;8,0
25;15;0,2;GB1;20;1;0,6926381377739769;0,787408313006093;0,8218452104413179;5,0
25;15;0,2;GB1;40;40;0,3531792031798164;0,5163903460034034;0,6153198492941545;1,0
25;15;0,2;GB1;40;20;0,4577586395890576;0,5255502696880766;0,5988840903423737;0,0
25;15;0,2;GB1;40;1;0,6684011348297346;0,7695095789750446;0,7971238726922731;4,0
25;15;0,2;GB1;60;60;0,2722064118140002;0,39454577611131014;0,4851079668748027;9,0
25;15;0,2;GB1;60;30;0,4110098661900717;0,5266226128592105;0,5852103804521905;7,0
25;15;0,2;GB1;60;1;0,739535946968917;0,7672485494443468;0,7905719126732157;0,0
25;15;0,2;GB1;90;90;0,1331566527568335;0,3677602557536742;0,489665934360077;6,0
25;15;0,2;GB1;90;45;0,3701883725309025;0,4549178294325934;0,6097819658821076;0,0
25;15;0,2;GB1;90;1;0,8089001178506094;0,8181655781012273;0,8296705745452676;6,0
25;15;0,2;GB2;10;10;0,6908671098484256;0,7119363785530962;0,7402975882394236;8,0
25;15;0,2;GB2;10;5;0,6866431649040344;0,7120399825083104;0,7512557206362596;0,0
25;15;0,2;GB2;10;1;0,7070964110334123;0,7288874876197549;0,7481894129450261;8,0
25;15;0,2;GB2;20;20;0,5528948999792463;0,623827440864538;0,7212375865831954;2,0
25;15;0,2;GB2;20;10;0,6278595301512208;0,676864367856803;0,7254826127438733;5,0
25;15;0,2;GB2;20;1;0,7075068412075944;0,7325514840276524;0,7554545431045266;3,0
25;15;0,2;GB2;40;40;0,4815080075586476;0,5434503444367272;0,5960446495324386;2,0
25;15;0,2;GB2;40;20;0,4510364830704736;0,5572038820939603;0,6293704027601248;1,0
25;15;0,2;GB2;40;1;0,7234387158078444;0,7450518189214744;0,7555326894006649;3,0
25;15;0,2;GB2;60;60;0,3668844590148732;0,45340532637293995;0,5393896288758174;4,0
25;15;0,2;GB2;60;30;0,3833184194652551;0,5009203167736311;0,5771353926112668;5,0
25;15;0,2;GB2;60;1;0,7303242584738414;0,7534602243621523;0,7700980278298665;2,0
25;15;0,2;GB2;90;90;0,313006942101574;0,39781346875517676;0,4731872778736732;7,0
25;15;0,2;GB2;90;45;0,4613737311163209;0,5493203577180931;0,6656060393191868;2,0
25;15;0,2;GB2;90;1;0,7490008431287785;0,7697327942506312;0,7831249103538906;7,0
25;15;0,2;GB3;10;10;0,4602402926920898;0,5091841756590362;0,5388348761421871;6,0
25;15;0,2;GB3;10;5;0,4528176169195036;0,48692170766340614;0,514128065769555;9,0
25;15;0,2;GB3;10;1;0,4735046369292382;0,5215365281821208;0,5425272240849189;8,0
