data,label
0.04193138500635318,0
0.03939008894536222,0
-0.14866581956797964,0
-0.15883100381194404,0
-0.29860228716645487,0
-0.36213468869123255,0
-0.31130876747141034,0
-0.48411689961880555,0
-0.19949174078780174,0
-0.4307496823379924,0
-0.031766200762388785,0
-0.23252858958068612,0
0.15628970775095308,0
0.013977128335451061,0
0.2757306226175349,0
0.16645489199491736,0
0.2554002541296061,0
0.14612452350698857,0
0.10546378653113098,0
-0.019059720457433205,0
-0.10038119440914861,0
-0.23761118170266837,0
-0.2757306226175349,0
-0.43329097839898345,0
-0.3468869123252859,0
-0.5476493011435832,0
-0.24269377382465052,0
-0.4790343074968234,0
-0.019059720457433205,0
-0.22998729351969505,0
0.21219822109275732,0
0.04955527318932651,0
0.36213468869123266,0
0.24269377382465063,0
0.33163913595933936,0
0.24015247776365944,0
0.17153748411689973,0
0.031766200762388896,0
-0.03939008894536211,0
-0.23761118170266837,0
-0.22998729351969505,0
-0.45362134688691225,0
-0.2528589580686149,0
-0.5374841168996187,0
-0.08005082592121981,0
-0.46378653113087676,0
0.15628970775095308,0
-0.23761118170266837,0
0.3265565438373572,0
0.057179161372299836,0
0.3900889453621348,0
0.20711562897077518,0
0.30114358322744605,0
0.1435832274459976,0
0.06988564167725553,0
-0.04193138500635318,0
-0.1537484116899619,0
-0.30114358322744594,0
-0.28081321473951715,0
-0.5222363405336721,0
-0.2884371029224905,0
-0.5628970775095299,0
-0.14866581956797964,0
-0.40533672172808133,0
0.07242693773824649,0
-0.18170266836086402,0
0.27318932655654393,0
0.029224904701397714,0
0.32401524777636603,0
0.16899618805590855,0
0.20711562897077518,0
0.1537484116899619,0
0.06988564167725553,0
0.0114358322744601,0
-0.05972045743329091,0
-0.2350698856416772,0
-0.17916137229987295,0
-0.43329097839898345,0
-0.15883100381194404,0
-0.3850063532401524,0
-0.02414231257941546,0
-0.2630241423125794,0
0.1639135959339264,0
-0.10546378653113087,0
0.3163913595933927,0
0.12071156289707763,0
0.3290978398983482,0
0.24015247776365944,0
0.2858958068614994,0
0.20203303684879304,0
0.15883100381194404,0
0.02414231257941557,0
-0.05972045743329091,0
-0.1842439644218551,0
-0.17916137229987295,0
-0.29097839898348155,0
-0.17916137229987295,0
-0.30876747141041927,0
-0.12071156289707752,0
