capa intermedia;bottleneck;promedio MCC general;promedio MCC (Simple-1-1P);mejor MCC (Simple-1-1P);promedio MCC (Simple-1-1P-Nois025);mejor MCC (Simple-1-1P-Nois025);promedio MCC (Simple-1-1P-Nois05);mejor MCC (Simple-1-1P-Nois05);promedio MCC (Simple-1-1P-Nois10);mejor MCC (Simple-1-1P-Nois10);promedio MCC (Simple-1-1P-Nois20);mejor MCC (Simple-1-1P-Nois20);promedio MCC (Simple-2P);mejor MCC (Simple-2P);promedio MCC (Simple-2P-Nois025);mejor MCC (Simple-2P-Nois025);promedio MCC (Simple-2P-Nois05);mejor MCC (Simple-2P-Nois05);promedio MCC (Simple-2P-Nois10);mejor MCC (Simple-2P-Nois10);promedio MCC (Simple-2P-Nois20);mejor MCC (Simple-2P-Nois20);promedio MCC (Comb-1-1P);mejor MCC (Comb-1-1P);promedio MCC (Comb-1-1P-Nois025);mejor MCC (Comb-1-1P-Nois025);promedio MCC (Comb-1-1P-Nois05);mejor MCC (Comb-1-1P-Nois05);promedio MCC (Comb-1-1P-Nois10);mejor MCC (Comb-1-1P-Nois10);promedio MCC (Comb-1-1P-Nois20);mejor MCC (Comb-1-1P-Nois20);promedio MCC (Comb-2P);mejor MCC (Comb-2P);promedio MCC (Comb-2P-Nois025);mejor MCC (Comb-2P-Nois025);promedio MCC (Comb-2P-Nois05);mejor MCC (Comb-2P-Nois05);promedio MCC (Comb-2P-Nois10);mejor MCC (Comb-2P-Nois10);promedio MCC (Comb-2P-Nois20);mejor MCC (Comb-2P-Nois20)
25;10;0,17981372436317025;0,3409285010026731;0,6360076419221101;0,3285763841860452;0,6052417341935137;0,28130531197464237;0,474075404899588;0,19886263871859922;0,4087451807338166;0,14684885917676307;0,3303739354168949;0,24671337116129596;0,3633928251765103;0,2084953568181799;0,2761728883444693;0,1892324617648458;0,238048226132158;0,1671116127786144;0,2345176989951386;0,09465358229996396;0,1472623088307024;0,13588265897444732;0,2420498240302208;0,1151264481239324;0,2012961854104666;0,12285481381443897;0,2658980776304873;0,10324421504303824;0,2076350594258008;0,08011405515587051;0,2050732141395493;0,1648071706660964;0,3005903452326358;0,14682272795521056;0,2662358331996105;0,14786397938022672;0,287896992542432;0,1331594939215879;0,2612193934124536;0,08255606770742989;0,226173608675017
