capa intermedia;bottleneck;serie;ventana;desplazamiento;peor MCC;promedio MCC;mejor MCC;mejor modelo
20;5;Simple-1-1P;20;20;0,0543261379301025;0,26871519137732003;0,4527349601029048;6,0
20;5;Simple-1-1P;20;10;0,2764103031976461;0,37529669439906327;0,4639234794918638;0,0
20;5;Simple-1-1P;20;1;0,5302070212495896;0,5764632584023581;0,6188611797153459;3,0
20;5;Simple-1-1P;40;40;0,6324555320336758;0,684711406440686;0,7071067811865475;0,0
20;5;Simple-1-1P;40;20;0,1868161794392683;0,2907822444507354;0,4103646773287979;7,0
20;5;Simple-1-1P;40;1;0,5872719595694034;0,6166610352602246;0,6551799044904603;2,0
20;5;Simple-1-1P;60;60;0,1770283348479314;0,2997189389227891;0,4178554470186724;2,0
20;5;Simple-1-1P;60;30;0,2194061260289879;0,29735180140612955;0,3940536421926991;1,0
20;5;Simple-1-1P;60;1;0,4159077862149929;0,4783680751079908;0,5376905073640548;7,0
20;5;Simple-1-1P-Nois025;20;20;0,1234731709371558;0,3165574319488701;0,4981167541368988;2,0
20;5;Simple-1-1P-Nois025;20;10;0,3122122623853368;0,3951064364822245;0,4639234794918638;5,0
20;5;Simple-1-1P-Nois025;20;1;0,5166485339831747;0,5443725104047294;0,5792972872706853;6,0
20;5;Simple-1-1P-Nois025;40;40;0,6324555320336758;0,6885274401934431;0,7071067811865475;1,0
20;5;Simple-1-1P-Nois025;40;20;0,1770283348479314;0,3019123240953593;0,4578184593349567;7,0
20;5;Simple-1-1P-Nois025;40;1;0,532382680159704;0,5503955679206083;0,5981524108435183;2,0
20;5;Simple-1-1P-Nois025;60;60;0,1770283348479314;0,27545725766141377;0,4271410714851651;5,0
20;5;Simple-1-1P-Nois025;60;30;0,1785419101930846;0,2960121767292735;0,4667110645990919;4,0
20;5;Simple-1-1P-Nois025;60;1;0,372758827524669;0,43648495044249536;0,4883922302183333;7,0
20;5;Simple-1-1P-Nois05;20;20;0,0353883396850985;0,23419916431647092;0,4031892562490719;8,0
20;5;Simple-1-1P-Nois05;20;10;0,241784019363016;0,33744377381724855;0,4463083038924516;0,0
20;5;Simple-1-1P-Nois05;20;1;0,4307781146292132;0,45749374733180953;0,4895315594503447;6,0
20;5;Simple-1-1P-Nois05;40;40;0,6187184335382291;0,6731251519767648;0,7071067811865475;1,0
20;5;Simple-1-1P-Nois05;40;20;0,1770283348479314;0,31449338487405315;0,4103646773287979;7,0
20;5;Simple-1-1P-Nois05;40;1;0,4549468505687775;0,47131359171363635;0,5024377079186683;2,0
20;5;Simple-1-1P-Nois05;60;60;0,0502518907629606;0,2517836195476893;0,5091750772173156;7,0
20;5;Simple-1-1P-Nois05;60;30;0,124383147451339;0,31013593273665785;0,4271410714851651;4,0
20;5;Simple-1-1P-Nois05;60;1;0,3204819021554263;0,3853811973176462;0,4184613710125783;7,0
20;5;Simple-1-1P-Nois10;20;20;0,0955981649353644;0,21070217550926323;0,4031892562490719;7,0
20;5;Simple-1-1P-Nois10;20;10;0,2657703191401585;0,336753076748436;0,3974659104374912;1,0
20;5;Simple-1-1P-Nois10;20;1;0,3627679410612059;0,3761775339303336;0,4009852281986862;6,0
20;5;Simple-1-1P-Nois10;40;40;0,6187184335382291;0,6871537303438984;0,7071067811865475;2,0
20;5;Simple-1-1P-Nois10;40;20;0,1673525149622024;0,27766845082022595;0,3851644432598216;0,0
20;5;Simple-1-1P-Nois10;40;1;0,3705907819445287;0,38406763104203584;0,3900984214741342;1,0
20;5;Simple-1-1P-Nois10;60;60;-0,0753778361444409;0,28981772522047805;0,5091750772173156;2,0
20;5;Simple-1-1P-Nois10;60;30;0,2182178902359924;0,2917302307128239;0,3685138655950444;4,0
20;5;Simple-1-1P-Nois10;60;1;0,2464225684437689;0,2975586101178839;0,3388537312443775;7,0
