capa intermedia;bottleneck;serie;ventana;desplazamiento;peor MCC;promedio MCC;mejor MCC;mejor modelo
20;15;Simple-1-1P;20;20;0,0955981649353644;0,2543040773442382;0,4959497505363463;7,0
20;15;Simple-1-1P;20;10;0,2961834485258446;0,3868424274623904;0,4935005488624095;3,0
20;15;Simple-1-1P;20;1;0,5336981163720546;0,5682724475046794;0,5849928113250543;6,0
20;15;Simple-1-1P;40;40;0,4714045207910317;0,6235104600288216;0,67005939426049;1,0
20;15;Simple-1-1P;40;20;0,1876221896512874;0,28008399171645515;0,3617710141522339;3,0
20;15;Simple-1-1P;40;1;0,5377798634352781;0,5934723146358982;0,6328163321585518;0,0
20;15;Simple-1-1P;60;60;0,1770283348479314;0,2743197370702233;0,3769218104076232;0,0
20;15;Simple-1-1P;60;30;0,1130667542166613;0,27719801296215224;0,3936109468304822;8,0
20;15;Simple-1-1P;60;1;0,3906505956894256;0,4607688309627663;0,4797530242372528;8,0
20;15;Simple-1-1P-Nois025;20;20;0,1574988315789647;0,2796459155651885;0,3974871068365152;9,0
20;15;Simple-1-1P-Nois025;20;10;0,3368695026055413;0,389878167832097;0,4540373692984761;9,0
20;15;Simple-1-1P-Nois025;20;1;0,498570550961288;0,5352076148653563;0,5792972872706853;6,0
20;15;Simple-1-1P-Nois025;40;40;0,5786876586795141;0,636028772604275;0,7071067811865475;2,0
20;15;Simple-1-1P-Nois025;40;20;0,048642789909593;0,2984557958797035;0,4578184593349567;0,0
20;15;Simple-1-1P-Nois025;40;1;0,4564929202862049;0,5265426620335903;0,5981524108435183;2,0
20;15;Simple-1-1P-Nois025;60;60;-0,0753778361444409;0,290288469984131;0,5091750772173156;9,0
20;15;Simple-1-1P-Nois025;60;30;0,1383428927732149;0,27571836268866734;0,4023371246543896;8,0
20;15;Simple-1-1P-Nois025;60;1;0,3235948130467556;0,41206637502858146;0,45528674271194;4,0
20;15;Simple-1-1P-Nois05;20;20;0,0657951694959769;0,22616128175677241;0,4031892562490719;3,0
20;15;Simple-1-1P-Nois05;20;10;0,3122122623853368;0,36192702291089224;0,4910458949949913;9,0
20;15;Simple-1-1P-Nois05;20;1;0,4371297252265675;0,4602608600250062;0,4814519120026293;3,0
20;15;Simple-1-1P-Nois05;40;40;0,5303300858899106;0,6419259231241371;0,7071067811865475;6,0
20;15;Simple-1-1P-Nois05;40;20;0,1954950062726839;0,29403534876154086;0,4210777377837476;0,0
20;15;Simple-1-1P-Nois05;40;1;0,4194375143672206;0,45845615889234226;0,4809631311624138;1,0
20;15;Simple-1-1P-Nois05;60;60;0,1139605764596379;0,2770999336949722;0,5091750772173156;0,0
20;15;Simple-1-1P-Nois05;60;30;0,1770283348479314;0,29614496682196834;0,4178554470186724;8,0
20;15;Simple-1-1P-Nois05;60;1;0,3110666709696798;0,37080117902066784;0,4075346742616791;7,0
20;15;Simple-1-1P-Nois10;20;20;0,0911835340720322;0,19270239084875224;0,2968574595361316;3,0
20;15;Simple-1-1P-Nois10;20;10;0,2642212058791707;0,338889304296773;0,4411935198685962;8,0
20;15;Simple-1-1P-Nois10;20;1;0,3626450676204569;0,3760837886670171;0,4064623939955761;6,0
20;15;Simple-1-1P-Nois10;40;40;0,5375872022286244;0,6515111363948504;0,7071067811865475;0,0
20;15;Simple-1-1P-Nois10;40;20;0,2625754538144587;0,31580540292256465;0,4210777377837476;3,0
20;15;Simple-1-1P-Nois10;40;1;0,3640882354346602;0,3795158484851279;0,3900984214741342;3,0
20;15;Simple-1-1P-Nois10;60;60;0,2446685435979308;0,2978048550134035;0,3685138655950444;5,0
20;15;Simple-1-1P-Nois10;60;30;0,1816497536376887;0,2669213823122745;0,3685138655950444;8,0
20;15;Simple-1-1P-Nois10;60;1;0,2497060027337126;0,28656654511113494;0,3388537312443775;7,0
20;15;Simple-1-1P-Nois20;20;20;0,0667258404643292;0,17743687630828453;0,2826714483278385;7,0
20;15;Simple-1-1P-Nois20;20;10;0,1744453776635471;0,28031681865126007;0,3369381068175686;0,0
20;15;Simple-1-1P-Nois20;20;1;0,2914419122608881;0,30340001758387686;0,3188277412453377;6,0
20;15;Simple-1-1P-Nois20;40;40;0,5303300858899106;0,6227493388153784;0,7071067811865475;0,0
20;15;Simple-1-1P-Nois20;40;20;0,1912091089707187;0,26310013315164965;0,3306232612667902;1,0
20;15;Simple-1-1P-Nois20;40;1;0,2523247138149349;0,25751224025737424;0,263199191819445;9,0
20;15;Simple-1-1P-Nois20;60;60;-0,0667757774870832;0,1676602827626089;0,2659080117391552;0,0
