capa intermedia;bottleneck;serie;ventana;desplazamiento;peor MCC;promedio MCC;mejor MCC;mejor modelo
25;15;Simple-1-1P;20;20;-0,0307432349909235;0,11591653606805727;0,3160435958549507;2,0
25;15;Simple-1-1P;20;10;-0,0354569611131498;0,05248288858658888;0,1744453776635471;0,0
25;15;Simple-1-1P;20;1;0,0074010093653531;0,042066305148216986;0,0615405321105076;5,0
25;15;Simple-1-1P;40;40;-0,0883883476483184;0,128490977684539;0,3244428422615251;9,0
25;15;Simple-1-1P;40;20;-0,0903366098321013;0,11929096850521206;0,30050125348238;5,0
25;15;Simple-1-1P;40;1;0,0055530509396328;0,02618663101066814;0,0525302128107325;5,0
25;15;Simple-1-1P;60;60;-0,1448413648755802;0,0719564394593026;0,3148000938676784;4,0
25;15;Simple-1-1P;60;30;-0,0462886433833923;0,11483736729828675;0,2182178902359924;6,0
25;15;Simple-1-1P;60;1;-0,0011421964031932;0,028889193862168837;0,0642980447497232;4,0
25;15;Simple-1-1P-Nois025;20;20;-0,0050314823650191;0,12464671024904325;0,3429810303809885;8,0
25;15;Simple-1-1P-Nois025;20;10;-0,0525638986275338;0,08803105000824371;0,2359834853533524;1,0
25;15;Simple-1-1P-Nois025;20;1;-0,0156129415510917;0,01810336889483888;0,0699155859177779;3,0
25;15;Simple-1-1P-Nois025;40;40;-0,0920574617898323;0,09753406858558984;0,3244428422615251;1,0
25;15;Simple-1-1P-Nois025;40;20;-0,0528785935260055;0,0980124122088217;0,1876221896512874;1,0
25;15;Simple-1-1P-Nois025;40;1;0,0035426291839686;0,021610172038379477;0,0517090676009959;8,0
25;15;Simple-1-1P-Nois025;60;60;-0,1448413648755802;0,0841109523516705;0,3015113445777636;8,0
25;15;Simple-1-1P-Nois025;60;30;-0,1017680297329137;0,05898788336913631;0,2182178902359924;0,0
25;15;Simple-1-1P-Nois025;60;1;0,0036461953969659;0,02691239270080007;0,0563878188751619;6,0
25;15;Simple-1-1P-Nois05;20;20;-0,0599606102513596;0,08397880804360947;0,2810106937493531;7,0
25;15;Simple-1-1P-Nois05;20;10;-0,0525638986275338;0,07265034161569098;0,1736249709776791;4,0
25;15;Simple-1-1P-Nois05;20;1;-0,0207565381618365;0,02526200594107918;0,0667526462104426;6,0
25;15;Simple-1-1P-Nois05;40;40;0,1178511301977579;0,19003284705543697;0,2626128657194451;0,0
25;15;Simple-1-1P-Nois05;40;20;-0,0355840341789082;0,10185967953782207;0,3202563076101742;1,0
25;15;Simple-1-1P-Nois05;40;1;0,0020795818384968;0,0340226126992207;0,0600708547280368;9,0
25;15;Simple-1-1P-Nois05;60;60;0,0422200330920749;0,17444972479171014;0,3148000938676784;1,0
25;15;Simple-1-1P-Nois05;60;30;0,0036480561541142;0,12191572266656363;0,3148000938676784;4,0
25;15;Simple-1-1P-Nois05;60;1;0,0030979145012175;0,03316758497251005;0,0655064239325912;4,0
25;15;Simple-1-1P-Nois10;20;20;-0,0599606102513596;0,060894713759932176;0,196227812235748;5,0
25;15;Simple-1-1P-Nois10;20;10;0,0079241690960745;0,05413649935470063;0,1430227009167782;2,0
25;15;Simple-1-1P-Nois10;20;1;-0,026399737386275;0,007107910016332389;0,052240197313592;6,0
25;15;Simple-1-1P-Nois10;40;40;-0,0883883476483184;0,1019122086089785;0,2651650429449553;4,0
25;15;Simple-1-1P-Nois10;40;20;-0,0903366098321013;0,05834600148331641;0,1876221896512874;4,0
25;15;Simple-1-1P-Nois10;40;1;0,002638930072159;0,026295935433111;0,0440960987382595;7,0
25;15;Simple-1-1P-Nois10;60;60;-0,1448413648755802;0,13592718361890938;0,4271410714851651;7,0
25;15;Simple-1-1P-Nois10;60;30;-0,1017680297329137;0,053676828790730914;0,2345762208383682;7,0
25;15;Simple-1-1P-Nois10;60;1;-0,0011421964031932;0,01473927665759076;0,0338755310360072;1,0
25;15;Simple-1-1P-Nois20;20;20;-0,0595139700643615;0,05843119383613225;0,1113554190382394;4,0
25;15;Simple-1-1P-Nois20;20;10;-0,0308588483904339;0,054440055220351356;0,1744453776635471;9,0
25;15;Simple-1-1P-Nois20;20;1;-0,0320657384436742;0,007947807869998411;0,0672413361896201;1,0
25;15;Simple-1-1P-Nois20;40;40;0,0;0,1378659810320289;0,2936892392857409;5,0
25;15;Simple-1-1P-Nois20;40;20;-0,0355840341789082;0,14742711272225736;0,2414022747926338;7,0
25;15;Simple-1-1P-Nois20;40;1;0,0039693878262972;0,03527675237724005;0,0764344883579485;3,0
25;15;Simple-1-1P-Nois20;60;60;-0,1340050420345616;0,14878784328823386;0,4178554470186724;3,0
25;15;Simple-1-1P-Nois20;60;30;-0,1017680297329137;0,1063396129609266;0,1899342940993965;0,0
25;15;Simple-1-1P-Nois20;60;1;-0,0179790174576711;0,020193552953384118;0,0497233641246509;6,0
25;15;Simple-2P;20;20;-0,0543809484808551;0,09787888790855201;0,1956389897527603;4,0
25;15;Simple-2P;20;10;-0,0009957873806606;0,0877370886372745;0,1674696209522135;0,0
25;15;Simple-2P;20;1;-0,010580098412293;0,04676160970489396;0,1006397906248997;3,0
25;15;Simple-2P;40;40;0,1118401944655446;0,1843403248099708;0,2890981020518306;9,0
25;15;Simple-2P;40;20;-0,0244025441926467;0,1032322742947979;0,245819880017744;6,0
25;15;Simple-2P;40;1;0,0079018764083762;0,033406510441941366;0,0751566551840415;8,0
25;15;Simple-2P;60;60;0,0609000185594093;0,17464051496781063;0,3055050463303893;7,0
25;15;Simple-2P;60;30;-0,0841467868374046;0,08122816955838276;0,1777242323358639;8,0
25;15;Simple-2P;60;1;0,0065710981234248;0,03985963357147329;0,0632715456419073;7,0
25;15;Simple-2P-Nois025;20;20;-0,0498864476693966;0,07328452809562477;0,18641092980036;8,0
25;15;Simple-2P-Nois025;20;10;-0,0115676147381425;0,11166189463825278;0,1759693345618262;9,0
25;15;Simple-2P-Nois025;20;1;0,0188148014317497;0,04666342481733806;0,0880256340872662;1,0
25;15;Simple-2P-Nois025;40;40;-0,0622052682755716;0,13615134471956378;0,2308591186824161;5,0
25;15;Simple-2P-Nois025;40;20;-0,0220242845165786;0,08803273534096881;0,1708747946464806;8,0
25;15;Simple-2P-Nois025;40;1;0,0028943313489816;0,03133049709753035;0,0553224730507683;6,0
25;15;Simple-2P-Nois025;60;60;-0,18912217153786;0,10451928453405393;0,2190890230020664;1,0
25;15;Simple-2P-Nois025;60;30;-0,1025986974453492;0,09537584142734516;0,2286838437034893;5,0
25;15;Simple-2P-Nois025;60;1;-0,0080929815729053;0,022729310983058998;0,0545873233453938;4,0
25;15;Simple-2P-Nois05;20;20;-0,019187217211454;0,173744588944641;0,2768169937995489;3,0
25;15;Simple-2P-Nois05;20;10;-0,0044775340825015;0,10560697871577944;0,1468834941383838;8,0
25;15;Simple-2P-Nois05;20;1;0,0064122265174613;0,04028833564497618;0,0868116849554443;5,0
25;15;Simple-2P-Nois05;40;40;-0,040374580800474;0,1080745965873456;0,1977915127053841;2,0
25;15;Simple-2P-Nois05;40;20;0,0274134318291175;0,12585711892040743;0,2134869658325892;1,0
25;15;Simple-2P-Nois05;40;1;0,0131168633475126;0,042759775398704;0,0795722589668104;5,0
25;15;Simple-2P-Nois05;60;60;-0,2834334632263162;0,10185941572415276;0,3055050463303893;0,0
25;15;Simple-2P-Nois05;60;30;-0,0883424753084162;0,08594704884541707;0,2538638047538967;7,0
25;15;Simple-2P-Nois05;60;1;0,0059748756503564;0,034110292196111294;0,0635664867332356;4,0
25;15;Simple-2P-Nois10;20;20;-0,0770216804910967;0,07057134551007126;0,2768169937995489;2,0
25;15;Simple-2P-Nois10;20;10;0,0157498195780624;0,07719242790220861;0,1392778162687478;4,0
25;15;Simple-2P-Nois10;20;1;0,014587590296008;0,03381937801006081;0,0693591968331892;2,0
25;15;Simple-2P-Nois10;40;40;-0,0206021410857582;0,07131951707642445;0,1623006888712031;3,0
25;15;Simple-2P-Nois10;40;20;-0,0261412611223578;0,1190364551197125;0,1701611067779209;1,0
25;15;Simple-2P-Nois10;40;1;0,0131168633475126;0,03758767745457151;0,0674731549898079;4,0
25;15;Simple-2P-Nois10;60;60;-0,0483910790874198;0,1290605780232373;0,2190890230020664;9,0
25;15;Simple-2P-Nois10;60;30;-0,0457613167733783;0,08279172930098723;0,2070196678027062;6,0
25;15;Simple-2P-Nois10;60;1;0,0013070941894331;0,026683870112747365;0,0593798361954036;5,0
25;15;Simple-2P-Nois20;20;20;-0,0543809484808551;0,06440551716602372;0,193240509429963;7,0
25;15;Simple-2P-Nois20;20;10;0,0400592149074061;0,11683108303702534;0,2397515976903089;6,0
25;15;Simple-2P-Nois20;20;1;0,0046784366485938;0,036973665129135955;0,0661652534919382;2,0
25;15;Simple-2P-Nois20;40;40;-0,0504647332689366;0,1406365091435155;0,3158717203801789;8,0
25;15;Simple-2P-Nois20;40;20;-0,1205636757131;0,11536560257541151;0,2287038461497026;6,0
25;15;Simple-2P-Nois20;40;1;0,0028943313489816;0,024529887452309;0,0586767105257567;2,0
25;15;Simple-2P-Nois20;60;60;-0,18912217153786;0,07243318592943848;0,3055050463303893;0,0
25;15;Simple-2P-Nois20;60;30;-0,1025986974453492;0,09845684653189124;0,2286838437034893;6,0
25;15;Simple-2P-Nois20;60;1;-0,0115038078801963;0,016449082630986482;0,0407244957667401;9,0
25;15;Comb-1-1P;20;20;-0,0718222648646462;0,0948753476947827;0,2359874416981233;4,0
25;15;Comb-1-1P;20;10;0,0485865147903505;0,09971778403514901;0,2049301346808241;0,0
25;15;Comb-1-1P;20;1;-0,0009777371376761;0,03332107601995771;0,0686877463841442;8,0
25;15;Comb-1-1P;40;40;-0,0818317088384971;0,12164416048214399;0,2721655269759087;0,0
25;15;Comb-1-1P;40;20;0,0509162245106785;0,15177431993196036;0,3032507032314072;7,0
25;15;Comb-1-1P;40;1;-0,0070493995182865;0,02513068744180842;0,0665365806501294;6,0
25;15;Comb-1-1P;60;60;0,0;0,09005124005130191;0,2847473987257497;6,0
25;15;Comb-1-1P;60;30;-0,0449099488291881;0,11189588864703004;0,2518226243734693;0,0
25;15;Comb-1-1P;60;1;-0,0049002535073342;0,03512879643342042;0,0678777013200531;1,0
